id,name,text,text_jp
$C2910_MAIN_0800_0800_00_mma,Lookout,"Now, go say hi to Elder Bugenhagen!",さあ　ブーゲンハーゲン様に<br>ごあいさつをしておいで
$C2910_MAIN_0800_0800_05_mma,Lookout,COSME_51,COSME_51
$C2910_MAIN_0800_0800_08_mma,Lookout,COSME_52,COSME_52
$C2910_MAIN_0800_0900_00_red,Red XIII,These folks helped me out a little.,あの人たちには　ほんのちょっと世話になったんだ
$C2910_MAIN_0800_1000_00_red,Red XIII,"They’re not bad people, so let ‘em in!",悪い人たちじゃないから　入れてあげてよ
$C2910_MAIN_0800_1100_00_blt,Barret,What was that just now?,なんだ　いまの？
$C2910_MAIN_0800_1100_05_art,Aerith,COSME_56,COSME_56
$C2910_MAIN_0800_1110_00_blt,Barret,"""Nanaki’s home~!"" he says!",ナナキ　かえりました～ってよ
$C2910_MAIN_0800_1200_00_art,Aerith,"So cute, right?",かわいいよね
$C2910_MAIN_0800_1200_05_blt,Barret,COSME_59,COSME_59
$C2910_MAIN_0900_0100_00_mma,Lookout,"Sorry, one moment please.",すみません　少々お待ちを
$C2910_MAIN_0900_0200_00_mma,Lookout,"This morning, someone dropped outta the sky.",今朝　空から降ってきましてね
$C2910_MAIN_0900_0300_00_mma,Lookout,Seems they’re the ones who blew up Midgar’s mako reactor...,ミッドガルの魔晄炉爆破犯らしいですが……
$C2910_MAIN_0900_0300_05_mma,Lookout,COSME_63,COSME_63
$C2910_MAIN_0900_0310_00_mma,Lookout,But you folks don’t seem connected to that.,あなたたちは関係なさそうですね
$C2910_MAIN_0900_0400_00_mma,Lookout,"With Nanaki’s introduction, there’s no problem.",ナナキの紹介もあるし　問題ありません
$C2910_MAIN_0900_0500_00_yfi,Yuffie,COSME_66,COSME_66
$C2910_MAIN_0900_0500_07_cat,Cait Sith,COSME_67,COSME_67
$C2910_MAIN_0900_0500_09_cat,Cait Sith,COSME_68,COSME_68
$C2910_MAIN_0900_0600_00_mma,Lookout,"Welcome to Cosmo Canyon, the holy land of planetology!",ようこそ　星命学の聖地<br>コスモキャニオンへ！
$C2910_MAIN_1000_0100_00_red,Red XIII,I was born and raised in this beautiful valley.,私はこの美しい谷で生まれ育った
$C2910_MAIN_1000_0200_00_red,Red XIII,"I was supposed to become a warrior to protect this valley, but I got captured by Shinra...",本来なら　谷を守る戦士になるはずだったが<br>不覚にも神羅に捕まり……
$C2910_MAIN_1000_0300_00_red,Red XIII,I’ve repaid the debt for being saved. Now I think I’ll return to my original path here.,助けてもらった借りは返した<br>私はここで本来の道に戻ろうと思う
$C2910_MAIN_1000_0400_00_red,Red XIII,Thanks for everything up ‘til now. I’m grateful.,いままで世話になった　感謝している
$C2910_MAIN_1000_0500_00_art,Aerith,It’s gonna feel lonely without you.,さびしくなっちゃうな
$C2910_MAIN_1000_0600_00_red,Red XIII,Don’t say that~! It’ll make parting even harder!,それを言わないでよ～<br>別れがつらくなっちゃうよ
$C2910_MAIN_1000_0700_00_red,Red XIII,But protecting this valley is my calling.,でも　この谷を守ることはオイラの使命なんだ
$C2910_MAIN_1000_0800_00_blt,Barret,"You sneaky bastard, trickin’ us all this time!",この野郎　ずっとだましてやがったな
$C2910_MAIN_1000_0900_00_red,Red XIII,"Lots of folks look down on me, callin’ me a dog or whatever.",イヌだなんだと　侮るやからが多くてな
$C2910_MAIN_1000_1000_00_bgh,???,"Hey, Nanaki!",お～い　ナナキ！
$C2910_MAIN_1000_1000_05_red,Red XIII,COSME_80,COSME_80
$C2910_MAIN_1000_1100_00_red,Red XIII,Gramps!,じっちゃん！
$C2910_MAIN_1000_1100_05_art,Aerith,COSME_82,COSME_82
$C2910_MAIN_1000_1200_00_tif,Tifa,Is that goodbye for now?,いまので　お別れ？
$C2910_MAIN_1000_1300_00_blt,Barret,"If he’s in the valley, we’ll get chances to talk, right?",谷にいりゃ　話す機会くらいあんだろ
$C2910_MAIN_1000_1310_00_blt,Barret,So what’s our goal comin’ here?,オレたちがここに来た目的は　なんだ？
$C2910_MAIN_1000_1400_00_blt,Barret,Let’s brush up on planetology!,星命学の復習といこうぜ！
$C2910_MAIN_1000_1500_00_yfi,Yuffie,"Materia, materia~!",マッテリア　マッテリア～！
$C2910_MAIN_1000_1600_00_cat,Cait Sith,Me...,ボクは……
$C2910_MAIN_1000_1700_00_cat,Cait Sith,Heave-ho!,よっこらしょっと
$C2910_MAIN_1000_1800_00_cat,Cait Sith,Guess I’ll just space out for a bit~,しばらくボーッとさせてもらいます～
$C2910_MAIN_1000_1800_05_art,Aerith,COSME_91,COSME_91
$C2910_MAIN_1000_1900_00_art,Aerith,Let’s go explore~!,探検　行ってみよ～！
$C2910_MAIN_1100_0100_00_tif,Tifa,Those Avalanche wanted posters didn’t look like us at all!,アバランチの手配書　ぜんぜん似てなかったね
$C2910_MAIN_1100_0200_00_cld,Cloud,They’ve gotta have some kinda plan.,なにか狙いがあるんだろう
$C2910_MAIN_1100_0300_00_art,Aerith,"Careful, careful!",用心　用心
$C2910_MAIN_1200_0100_00_blt,Barret,Those Weapons we saw in Corel and Gongaga—,コレルやゴンガガで見たウェポン
$C2910_MAIN_1200_0200_00_blt,Barret,"Seein’ ‘em proves the planet’s crisis ain’t just some fantasy—it’s real, and anyone’d believe it!",あれを見りゃ　星の危機が妄想じゃなくて<br>現実だってこと　誰でも信じるだろ
$C2910_MAIN_1200_0300_00_blt,Barret,And look at the faces of these planetology folks gathered here—,それに見ろよ　ここに集った<br>星命学を学ぶ同志の顔を
$C2910_MAIN_1200_0400_00_blt,Barret,Every single one’s an Avalanche comrade!,みーんな　アバランチの仲間だ
$C2910_MAIN_1200_0500_00_blt,Barret,Shoulda come here way sooner!,もっと早くに　来ときゃあよかったぜ
$C2910_MAIN_1300_0400_00_yfi,Yuffie,"Treasure, materia, where are ya~? Don’t be shy—come on out~♪",お宝　マテリア　どっこかな～？<br>恥ずかしがらず～　出ておいで～♪
$C2910_MAIN_1400_0100_00_cat,Cait Sith,Zzz...Zzz~ Mnya mnya mnya mnya...,す……す～ぴ～<br>むニャむニャむニャむニャ……
$C2910_MAIN_1400_0200_00_cat,Cait Sith,Zzz~...Zzz~...,す～ぴ～……す～ぴ～……
$C2910_MAIN_1500_0100_00_mma,Guide,May you be with the planet.,星とともにあらんことを
$C2910_MAIN_1500_0200_00_mma,Guide,"Here, planetology learners gather to talk,",ここでは星命学の学習者がともに語り合い
$C2910_MAIN_1500_0300_00_mma,Guide,holding seminars to reaffirm the joy of living with the planet.,星と生きる喜びを再確認するための<br>セミナーが開かれております
$C2910_MAIN_1500_0400_00_mma,Guide,Joining the seminars requires an introduction from a proper mentor.,セミナーの参加には<br>しかるべき　指導者の紹介が必要になります
$C2910_MAIN_1500_0500_00_mma,Guide,"So, I’m sorry about that.",ですから　申し訳ありませんね
$C2910_MAIN_1500_0600_00_mma,Guide,"Today, the ""Rite of the Stars"" is being held, so how about joining that instead?",本日は『星送りの儀』が執り行われますので<br>そちらに参加されては　いかがでしょう？
$C2910_MAIN_1600_0100_00_mma,Guide,May you be with the planet.,星とともにあらんことを
$C2910_MAIN_1600_0200_00_mma,Guide,Planetology seminars are by introduction only.,星命学セミナーは紹介制となっております
$C2910_MAIN_1600_0300_00_mma,Guide,"Today, the ""Rite of the Stars"" is being held, so how about joining that instead?",本日は『星送りの儀』が執り行われますので<br>そちらに参加されては　いかがでしょう？
$C2910_MAIN_1700_0100_00_red,Red XIII,"These are the folks, Gramps!",この人たちだよ　じっちゃん！
$C2910_MAIN_1700_0200_00_bgh,???,Ho ho ho! Seems Nanaki owes you a lot!,ホーホーホウ<br>ナナキが　世話になったそうだのう
$C2910_MAIN_1700_0300_00_bgh,Bugenhagen,I’m Bugenhagen.,わしは　ブーゲンハーゲン
$C2910_MAIN_1700_0400_00_bgh,Bugenhagen,I know a thing or two about the planet and teach planetology here in Cosmo Canyon.,すこしばかり　星には詳しくてな<br>コスモキャニオンで　星命学を教えている
$C2910_MAIN_1700_0500_00_red,Red XIII,"A thing or two? Gramps, is there even anything you <i>don’t</i> know?",すこしだなんて<br>じっちゃんは知らないことなんて　ないだろ？
$C2910_MAIN_1700_0500_05_bgh,Bugenhagen,COSME_118,COSME_118
$C2910_MAIN_1700_0600_00_bgh,Bugenhagen,"Well, I know more than a kid like you, that’s for sure!",そりゃ　子供のおまえよりは知っておるわい
$C2910_MAIN_1700_0700_00_red,Red XIII,I’m 48 already!,オイラだって　もう４８歳だよ
$C2910_MAIN_1700_0800_00_tif,Tifa,Forty...?,よんじゅう？
$C2910_MAIN_1700_0800_05_bgh,Bugenhagen,COSME_122,COSME_122
$C2910_MAIN_1700_0800_08_cld,Cloud,COSME_123,COSME_123
$C2910_MAIN_1700_0800_10_art,Aerith,COSME_124,COSME_124
$C2910_MAIN_1700_0900_00_bgh,Bugenhagen,Nanaki’s clan is long-lived.,ナナキの一族は長命じゃ
$C2910_MAIN_1700_1000_00_bgh,Bugenhagen,"In human terms, he’s about 15 or 16 years old.",人間の寿命に当てはめると<br>まだ１５～１６歳といったところじゃの
$C2910_MAIN_1700_1100_00_red,Red XIII,"I’m an adult now! I can protect this valley—and you too, Gramps!",もうオトナだ！<br>この谷だって　じっちゃん達だって守れる
$C2910_MAIN_1700_1200_00_red,Red XIII,I’m not like Dad!,オイラは　チチとは違うんだから
$C2910_MAIN_1700_1300_00_bgh,Bugenhagen,COSME_129,COSME_129
$C2910_MAIN_1700_1310_00_bgh,Bugenhagen,"Nanaki, have you already said hi to everyone in the valley?",ナナキよ　もう谷の者たちへの挨拶は<br>すんだのかのう？
$C2910_MAIN_1700_1400_00_red,Red XIII,Not yet...I’ll go do that.,まだ……行ってくる
$C2910_MAIN_1700_1400_05_bgh,Bugenhagen,COSME_132,COSME_132
$C2910_MAIN_1700_1500_00_bgh,Bugenhagen,Sorry ‘bout that. Feel free to take a look around inside!,失礼したのう<br>よければ　中も見学してゆくといい
$C2910_MAIN_1700_1500_05_tif,Tifa,COSME_134,COSME_134
$C2910_MAIN_1700_1500_07_art,Aerith,COSME_135,COSME_135
$C2910_MAIN_1800_0100_00_bgh,Bugenhagen,Seems you’ve toughened Nanaki up. Has he grown stronger from seein’ the outside world?,ナナキを鍛えてくれたそうじゃな<br>外の世界を知って　たくましくなったかな
$C2910_MAIN_1800_0200_00_bgh,Bugenhagen,"Ho ho ho! Lots of rare gadgets ‘round here, eh?",ホーホーホウ<br>めずらしい器械がいっぱいじゃろう
$C2910_MAIN_1800_0300_00_bgh,Bugenhagen,They’re all tools tied to the planet!,ぜーんぶ　星とつながる道具じゃ
$C2910_MAIN_1900_0100_00_bgh,Bugenhagen,That’s a real early mako detector.,それは　ごく初期の魔晄探知器じゃ
$C2910_MAIN_1900_0200_00_bgh,Bugenhagen,Hmm...Guess it’s finally reached its limit.,ふ～む……<br>いよいよ　寿命かのう
$C2910_MAIN_1900_0300_00_bgh,Bugenhagen,It’s a device for recordin’ the planet’s cycles.,星の営みを記録するための器械じゃよ
$C2910_MAIN_1900_0400_00_bgh,Bugenhagen,"It’s a delicate piece, so handle it with care!",デリケートな代物だからの<br>扱いには気をつけるのじゃぞ
$C2910_MAIN_1900_0500_00_bgh,Bugenhagen,A miniature of the planet and its surroundin’ stars.,星とその周辺の星々の縮図じゃ
$C2910_MAIN_1900_0600_00_bgh,Bugenhagen,You could say the dust pilin’ up is like humanity itself!,さしずめ　積もったホコリが<br>人間といったところかの
$C2910_MAIN_1900_0700_00_bgh,Bugenhagen,Crystals of the planet’s memories...They hold a shine beyond what the eye can see.,星を巡る記憶の結晶……<br>目で見える以上の輝きが　そこには秘められておる
$C2910_MAIN_1900_0900_00_bgh,Bugenhagen,"Ho ho! Touch that, and you’ll cause an avalanche!",ホーホウ！<br>それに触ると　雪崩を起こすぞぃ
$C2910_MAIN_1900_1400_00_bgh,Bugenhagen,"Ho ho, there’s plenty more!",ホッホ　まだまだあるぞぃ
$C2910_MAIN_1900_1500_00_bgh,Bugenhagen,That’s a model of an airflow generator. It moves with wind and creates new currents.,それは　気流発生器の模型じゃ<br>風力で動き　新たな風の流れを生み出す
$C2910_MAIN_1900_1600_00_bgh,Bugenhagen,Have you already seen the real thing?,実物は　もう見たことがあるかの？
$C2910_MAIN_1900_1700_00_bgh,Bugenhagen,"Old footage of Nanaki. Back then, he was always up to mischief!",ナナキの昔の映像じゃ<br>あの頃は　イタズラばかりしておったのう
$C2910_MAIN_1900_2100_00_bgh,Bugenhagen,No rush—save that spot for later!,そう急くでない　そこはあとでな
$C2910_MAIN_1900_2200_00_bgh,Bugenhagen,The world’s biggest telescope for observin’ the stars’ cycles!,世界いちの大きさの<br>星々の営みを観測する望遠鏡じゃ
$C2910_MAIN_1900_2800_00_bgh,Bugenhagen,"The starry sky through this is the best, but the lens is all foggy now.",こいつで見る星空は最高なんじゃが<br>いまはレンズが曇ってしまっておる
$C2910_MAIN_1900_2900_00_bgh,Bugenhagen,Sorry ‘bout that.,すまないのう
$C2910_MAIN_1950_0100_00_bgh,Bugenhagen,"Hmm, what’s this...?",ううん　これは……？
$C2910_MAIN_2000_0100_00_art,Aerith,COSME_156,COSME_156
$C2910_MAIN_2000_0100_03_cld,Cloud,COSME_157,COSME_157
$C2910_MAIN_2000_0200_00_tif,Tifa,This voice...?,この声……？
$C2910_MAIN_2000_0300_00_bgh,Bugenhagen,The planet’s cries—a sorrowful tune. I’ve been hearin’ it a lot lately.,星の悲鳴　悲しげな調べじゃ<br>最近　よく聞くようになった
$C2910_MAIN_2000_0400_00_bgh,Bugenhagen,It comes up through the pipes from deep underground.,伝声管を伝って<br>地中深くから聞こえてくるのじゃよ
$C2910_MAIN_2000_0500_00_tif,Tifa,That’s not the planet’s cries—it’s the voice of the Weapons protectin’ it!,これは星の悲鳴ではありません<br>星を守るウェポンの声です
$C2910_MAIN_2000_0600_00_bgh,Bugenhagen,You’re awfully certain of that!,ずいぶん　ハッキリ言いきるのう
$C2910_MAIN_2000_0700_00_tif,Tifa,We’ve seen the Weapons!,私たち　ウェポンを見たんです
$C2910_MAIN_2000_0710_00_tif,Tifa,At Gongaga and Corel’s mako reactors—they were huge...,ゴンガガとコレルの魔晄炉で<br>すごく大きくて……
$C2910_MAIN_2000_0800_00_bgh,Bugenhagen,Ho ho ho! That’s quite an interestin’ tale!,ホーホーホウ！<br>それは　興味深い話じゃのう
$C2910_MAIN_2000_0900_00_bgh,Bugenhagen,But...mako poisoning’s got all kinda symptoms. Be careful!,が……魔晄中毒の症状は様々じゃ<br>気をつけるのじゃよ
$C2910_MAIN_2000_1000_00_tif,Tifa,Huh? Uh...,えっ　あの……
$C2910_MAIN_2000_1100_00_bgh,Bugenhagen,"Ho ho...I see, I see.",ホーホウ……そうか　そうか
$C2910_MAIN_2000_1100_05_bgh,Bugenhagen,COSME_169,COSME_169
$C2910_MAIN_2000_1200_00_bgh,Bugenhagen,Seems you folks haven’t properly studied planetology yet.,おまえさんたちは　どうやら<br>きちんと星命学を学んだことがないようだ
$C2910_MAIN_2000_1300_00_bgh,Bugenhagen,This is a good chance—come with me!,良い機会だ　こちらへ来なさい
$C2910_MAIN_2100_0100_00_bgh,Bugenhagen,This is the Planetology Learner.,これは　星命学習器
$C2910_MAIN_2100_0200_00_bgh,Bugenhagen,"The latest model’s at Shinra HQ, they say, but this here’s my original!",最新型が神羅本社にあるらしいが<br>これは　わしが作ったオリジナルじゃ
$C2910_MAIN_2100_0300_00_bgh,Bugenhagen,Let’s get started!,では　はじめよう
$C2910_MAIN_2100_0300_05_tif,Tifa,COSME_175,COSME_175
$C2910_MAIN_2100_0300_09_art,Aerith,COSME_176,COSME_176
$C2910_MAIN_2200_0050_05_art,Aerith,COSME_177,COSME_177
$C2910_MAIN_2200_0050_07_cld,Cloud,COSME_178,COSME_178
$C2910_MAIN_2200_0050_09_tif,Tifa,COSME_179,COSME_179
$C2910_MAIN_2200_0100_00_art,Aerith,Pretty!,きれい
$C2910_MAIN_2200_0200_00_bgh,Bugenhagen,Ho ho! It’s too early to be amazed!,ホーホウ　驚くのはまだ早い
$C2910_MAIN_2200_0300_00_art,Aerith,"Oh, a shooting star!",あっ　流れ星！
$C2910_MAIN_2200_0400_00_bgh,Bugenhagen,"The planet, the cosmos, the beings livin’ in it—their workings.",星と宇宙　そこに生きるもの　その仕組み
$C2910_MAIN_2200_0500_00_bgh,Bugenhagen,Knowin’ the flow of life is the foundation of planetology!,命の流れを知ることは　星命学の基本じゃ
$C2910_MAIN_2200_0500_05_cld,Cloud,COSME_185,COSME_185
$C2910_MAIN_2200_0500_07_art,Aerith,COSME_186,COSME_186
$C2910_MAIN_2200_0500_09_tif,Tifa,COSME_187,COSME_187
$C2910_MAIN_2200_0600_00_bgh,Bugenhagen,This planet’s ours.,この星は　わしらの星
$C2910_MAIN_2200_0610_00_bgh,Bugenhagen,"Humans were born on this planet, brimmin’ with rich life.",豊かな命に溢れたこの星に　人は生まれた
$C2910_MAIN_2200_0800_00_bgh,Bugenhagen,"People live, and eventually, they die.",人は生き　やがていつか死ぬ
$C2910_MAIN_2200_0900_00_bgh,Bugenhagen,But what happens when they die?,じゃが　死んだらどうなる？
$C2910_MAIN_2200_1000_00_bgh,Bugenhagen,The body decays and returns to the planet.,体は朽ち　星に帰る
$C2910_MAIN_2200_1010_00_bgh,Bugenhagen,"But what about the mind, the heart, the spirit?",では　意識　心　精神はどうじゃ？
$C2910_MAIN_2200_1100_00_bgh,Bugenhagen,"Truth is, the spirit returns to the planet too!",実は精神も同じく　星に帰るのじゃな
$C2910_MAIN_2200_1300_00_bgh,Bugenhagen,Spirits that return mix together and race ‘round the planet.,星に帰った精神は混じりあい　星を駆け巡る
$C2910_MAIN_2200_1400_00_bgh,Bugenhagen,"They flow, merge, split, becomin’ a swell called the Lifestream.",星を巡り　混じり　分かれ<br>ライフストリームと呼ばれるうねりとなる
$C2910_MAIN_2200_1500_00_bgh,Bugenhagen,"The Lifestream...In other words, the flow of spiritual energy circlin’ the planet!",ライフストリーム……<br>すなわち星を巡る　精神的エネルギーの流れじゃな
$C2910_MAIN_2200_1800_00_bgh,Bugenhagen,"For the planet to stay a planet, it needs that spiritual energy.",星が星であるためには<br>精神エネルギーが必要なんじゃ
$C2910_MAIN_2200_1900_00_bgh,Bugenhagen,But if that spiritual energy runs out...,じゃが　その精神エネルギーがなくなれば
$C2910_MAIN_2200_2000_00_art,Aerith,COSME_200,COSME_200
$C2910_MAIN_2200_2000_05_tif,Tifa,COSME_201,COSME_201
$C2910_MAIN_2200_2000_07_cld,Cloud,COSME_202,COSME_202
$C2910_MAIN_2200_2000_09_art,Aerith,COSME_203,COSME_203
$C2910_MAIN_2300_0100_00_bgh,Bugenhagen,That’s the bare basics of planetology!,これが　星命学の基礎中の基礎
$C2910_MAIN_2300_0200_00_cld,Cloud,"Mako’s a waste of spiritual energy—that’s a fact, right?",魔晄は　精神エネルギーの浪費<br>これは事実なんだな？
$C2910_MAIN_2300_0300_00_bgh,Bugenhagen,Exactly.,そのとおり
$C2910_MAIN_2300_0400_00_bgh,Bugenhagen,Spiritual energy that’s sucked up and processed can’t fulfill its original purpose anymore.,吸い上げられ　加工された精神エネルギーは<br>もう本来の役目を果たさない
$C2910_MAIN_2300_0410_00_bgh,Bugenhagen,It gets used up in machines and vanishes.,機械の中で消費され　消えていくのじゃ
$C2910_MAIN_2300_0500_00_tif,Tifa,Does it really vanish?,本当に　消えるんでしょうか？
$C2910_MAIN_2300_0600_00_tif,Tifa,Couldn’t it return to the Lifestream and turn into somethin’ else instead?,そうではなくて　ライフストリームに帰って<br>なにか別のものになるということはありませんか？
$C2910_MAIN_2300_0800_00_bgh,Bugenhagen,"A new theory...no, a wild one!",新説……いや　珍説じゃな
$C2910_MAIN_2300_0900_00_bgh,Bugenhagen,You’d better join the seminar!,おぬしは　セミナーに参加したほうが<br>良さそうじゃの
$C2910_MAIN_2300_1000_00_mma,Assistant,You called?,お呼びでしょうか？
$C2910_MAIN_2300_1100_00_bgh,Bugenhagen,Take this young lady to the seminar room!,お嬢さんを　セミナー室へ案内してあげなさい
$C2910_MAIN_2300_1200_00_mfa,Assistant,"This way, please.",こちらへどうぞ
$C2910_MAIN_2300_1300_00_tif,Tifa,Okay...,はい……
$C2910_MAIN_2300_1400_00_art,Aerith,Me too!,わたしも
$C2910_MAIN_2300_1400_05_bgh,Bugenhagen,COSME_218,COSME_218
$C2910_MAIN_2400_0100_00_cld,Cloud,Bugenhagen.,ブーゲンハーゲン
$C2910_MAIN_2400_0200_00_cld,Cloud,"If the cycle of life fades, the planet breaks and ends.",巡る命が消えれば<br>星は壊れ　終わる
$C2910_MAIN_2400_0200_05_bgh,Bugenhagen,COSME_221,COSME_221
$C2910_MAIN_2400_0200_08_bgh,Bugenhagen,COSME_222,COSME_222
$C2910_MAIN_2400_0300_00_cld,Cloud,No way to avoid it?,避ける方法はないのか
$C2910_MAIN_2400_0400_00_cld,Cloud,"Like, say, strengthenin’ the cycle of life?",たとえば　巡る命を強くするとか
$C2910_MAIN_2400_0500_00_bgh,Bugenhagen,I don’t know about that!,そんなことは知らん！
$C2910_MAIN_2400_0500_03_cld,Cloud,COSME_226,COSME_226
$C2910_MAIN_2400_0500_07_bgh,Bugenhagen,COSME_227,COSME_227
$C2910_MAIN_2400_0600_00_bgh,Bugenhagen,But maybe my planetology’s gettin’ outdated.,だが　わしの星命学はもう古いのかもしれん
$C2910_MAIN_2400_0700_00_bgh,Bugenhagen,Never before have folks messed with the planet this deep in history.,これほど　人が星に深く関与する時代など<br>かつてなかったことだ
$C2910_MAIN_2400_0800_00_bgh,Bugenhagen,The planet and people change.,星も人も変わる
$C2910_MAIN_2400_0900_00_bgh,Bugenhagen,So does planetology.,星命学もな
$C2910_MAIN_2400_1000_00_bgh,Bugenhagen,I’m an old geezer now. It’s a shame I can’t keep up with learnin’.,わしはもうジジイじゃ<br>学びきれないのは　寂しいのう
