id,name,text,text_jp
$C1910_MAIN_0300_0200_00_zax,Zack,MIDGR___94,MIDGR___94
$C1910_MAIN_0310_0100_00_skm,Shinra Helicopter,Emergency request! Confirmed crash landing of an Avalanche transport.,緊急要請！<br>アバランチ護送機の不時着を確認
$C1910_MAIN_0310_0200_00_skm,Shinra Helicopter,"All nearby units, head to the scene immediately. Do not let the perpetrators escape!",周辺の部隊は　現場に急行せよ<br>犯人の逃亡を絶対に許すな！
$C1910_MAIN_0310_0300_00_skm,Shinra Helicopter,"One of the Avalanche members, a former SOLDIER carrying the Buster Sword,",アバランチメンバーのひとり<br>バスターソードを所持する元ソルジャーが
$C1910_MAIN_0310_0310_00_skm,Shinra Helicopter,may be hiding near the crash site.,事故現場周辺に潜伏中の可能性あり
$C1910_MAIN_0310_0320_00_skm,Shinra Helicopter,Stay vigilant.,警戒を緩めるな
$C1910_MAIN_0310_0400_00_skm,Shinra Helicopter,Prepare for a counterattack from Avalanche and their collaborators!,アバランチ　および<br>協力者の反撃に備えろ！
$C1910_MAIN_0310_0500_00_skm,Shinra Helicopter,Repeat——,繰り返す――
$C1910_MAIN_0320_0100_00_zax,Zack,MIDGR___102,MIDGR___102
$C1910_MAIN_0400_0100_00_skm,Security Guard,"Be careful, he might still put up a fight.",気をつけろ　まだ暴れるかもしれん
$C1910_MAIN_0400_0200_00_skm,Security Guard,Clear!,クリア！
$C1910_MAIN_0400_0300_00_skm,Security Guard,"Alright, move her out.",よし　運びだせ
$C1910_MAIN_0400_0400_00_zax,Zack,Get your hands off!,手を離せ！
$C1910_MAIN_0410_0100_00_skm,Security Guard,"Look, the Buster Sword.",見ろ　バスターソードだ
$C1910_MAIN_0410_0200_00_skm,Security Guard,Damn Avalanche!,アバランチめ！
$C1910_MAIN_0410_0300_00_skm,Shinra Helicopter,The recovery target is a female Ancient. Prioritize securing her.,回収対象は　古代種の女<br>女の確保を優先せよ
$C1910_MAIN_0410_0400_00_skm,Shinra Helicopter,This is Unit 5 requesting backup! Engaging Avalanche at the transport crash site.,こちら伍番機　応援要請！<br>護送機不時着現場でアバランチと交戦中
$C1910_MAIN_0410_0500_00_skm,Shinra Helicopter,"Crash site is near the Sector 5 slum gate. All units, head to the scene!",不時着地点は　伍番街スラムゲート至近<br>各機現場に急行せよ！
$C1910_MAIN_0410_0600_00_skm,Shinra Helicopter,Repeat——,繰り返す――
$C1910_MAIN_0420_0050_00_skm,Shinra Helicopter,Confirmed annihilation of the advance team!,先行部隊の全滅を確認！
$C1910_MAIN_0420_0060_00_skm,Shinra Helicopter,Deploying the second team. Requesting continued support.,第二班を投入する<br>引き続き　応援を求む
$C1910_MAIN_0420_0060_05_skm,Security Guard,Let’s go!,行くぞ！
$C1910_MAIN_0420_0060_11_zax,Zack,MIDGR___116,MIDGR___116
$C1910_MAIN_0420_0060_14_skm,Security Guard,MIDGR___117,MIDGR___117
$C1910_MAIN_0420_0060_17_skm,Security Guard,MIDGR___118,MIDGR___118
$C1910_MAIN_0420_0100_00_zax,Zack,This is bad.,まっずいな
$C1910_MAIN_0420_0100_05_skm,Security Guard,MIDGR___120,MIDGR___120
$C1910_MAIN_0420_0100_08_skm,Security Guard,MIDGR___121,MIDGR___121
$C1910_MAIN_0420_0200_00_skm,Shinra Helicopter,To Avalanche: Cease resistance and surrender immediately.,アバランチに告ぐ<br>ただちに抵抗をやめ　降伏せよ
$C1910_MAIN_0420_0200_05_zax,Zack,MIDGR___123,MIDGR___123
$C1910_MAIN_0420_0200_07_skm,Security Guard,MIDGR___124,MIDGR___124
$C1910_MAIN_0420_0200_08_skm,Security Guard,MIDGR___125,MIDGR___125
$C1910_MAIN_0420_0200_10_zax,Zack,MIDGR___126,MIDGR___126
$C1910_MAIN_0420_0300_00_zax,Zack,Shut up!,だまれ！
$C1910_MAIN_0420_0400_00_skm,Security Guard,What...!,なに……！
$C1910_MAIN_0420_0400_05_skm,Security Guard,MIDGR___129,MIDGR___129
$C1910_MAIN_0420_0400_08_skm,Security Guard,MIDGR___130,MIDGR___130
$C1910_MAIN_0420_0400_11_skm,Security Guard,MIDGR___131,MIDGR___131
$C1910_MAIN_0420_0400_14_zax,Zack,MIDGR___132,MIDGR___132
$C1910_MAIN_0420_0500_00_skm,Security Guard,"Don’t falter, attack!",ひるむな　かかれ！
$C1910_MAIN_0420_0500_05_skm,Security Guard,MIDGR___134,MIDGR___134
$C1910_MAIN_0420_0500_08_zax,Zack,MIDGR___135,MIDGR___135
$C1910_MAIN_0500_0050_05_zax,Zack,MIDGR___136,MIDGR___136
$C1910_MAIN_0500_0050_09_zax,Zack,MIDGR___137,MIDGR___137
$C1910_MAIN_0500_0050_13_zax,Zack,MIDGR___138,MIDGR___138
$C1910_MAIN_0500_0100_00_zax,Zack,"Thanks, man.",ありがとな
$C1910_MAIN_0500_0100_07_zax,Zack,MIDGR___140,MIDGR___140
$C1910_MAIN_0500_0200_00_skm,Security Guard,Where’s the Ancient!,古代種はどこだ！
$C1910_MAIN_0500_0300_00_skm,Security Guard,"If we don’t recover her, it’ll be a huge mess.",回収しないと　えらい騒ぎになるぞ
$C1910_MAIN_0500_0400_00_skm,Security Guard,"Don’t just stand there, search!",ぼさっとするな　探せ
$C1910_MAIN_0500_0400_05_zax,Zack,MIDGR___144,MIDGR___144
$C1910_MAIN_0500_0500_00_zax,Zack,What’s this?,なによ　これ
$C1910_MAIN_0500_0600_00_zax,Zack,What’s going on?,なにごと？
$C1910_MAIN_0500_0600_05_zax,Zack,MIDGR___147,MIDGR___147
$C1910_MAIN_0500_0700_00_zax,Zack,"Aerith, I’m back, okay?",エアリス　帰ってきたぞ？
$C1910_MAIN_0500_0700_05_zax,Zack,MIDGR___149,MIDGR___149
$C1910_MAIN_0500_0700_07_zax,Zack,MIDGR___150,MIDGR___150
$C2510_MAIN_1600_0000_02_zax,Zack,MIDGR___151,MIDGR___151
$C2510_MAIN_1600_0000_05_zax,Zack,MIDGR___152,MIDGR___152
$C2510_MAIN_1600_0100_00_zax,Zack,Huh?,はい？
$C2510_MAIN_1600_0200_00_elm,???,Open the door.,開けておくれ
$C2510_MAIN_1600_0200_05_zax,Zack,MIDGR___155,MIDGR___155
$C2510_MAIN_1700_0000_03_elm,Elmyra,MIDGR___156,MIDGR___156
$C2510_MAIN_1700_0000_05_zax,Zack,MIDGR___157,MIDGR___157
$C2510_MAIN_1700_0100_00_zax,Zack,Elmyra?,エルミナ？
$C2510_MAIN_1700_0200_00_elm,Elmyra,"You’re Zack, right?",ザックスだね
$C2510_MAIN_1700_0300_00_zax,Zack,Yeah...,ああ……
$C2510_MAIN_1700_0300_03_elm,Elmyra,MIDGR___161,MIDGR___161
$C2510_MAIN_1700_0300_05_zax,Zack,MIDGR___162,MIDGR___162
$C2510_MAIN_1700_0400_00_elm,Elmyra,Where’s Aerith?,エアリスは？
$C2510_MAIN_1700_0500_00_zax,Zack,Upstairs...,上に……
$C2510_MAIN_1700_0500_05_elm,Elmyra,MIDGR___165,MIDGR___165
$C2510_MAIN_1800_0100_00_elm,Elmyra,I’ll take her home with me.,うちに連れて帰るよ
$C2510_MAIN_1800_0200_00_zax,Zack,That house is being watched by Shinra. I’ve checked it out a few times.,あの家は　神羅が見張ってる<br>何度か見に行ったんだ
$C2510_MAIN_1800_0300_00_elm,Elmyra,They’re gone now. I guess they’ve got bigger things to deal with.,もういないよ<br>向こうも　それどころじゃないんだろうね
$C2510_MAIN_1800_0400_00_zax,Zack,But...,でも……
$C2510_MAIN_1800_0500_00_elm,Elmyra,"You can’t take care of her, can you?",あんたじゃ　世話できないだろ？
$C2510_MAIN_1800_0600_00_zax,Zack,"No, that’s not true! I’ve been looking after Cloud this whole——",いや　そんなことないって<br>俺　ずっとクラウドの──
$C2510_MAIN_1800_0700_00_elm,Elmyra,You haven’t!,できてないよ！
$C2510_MAIN_1800_0710_00_elm,Elmyra,Look at Aerith’s skin.,見てごらんよ　エアリスの肌
$C2510_MAIN_1800_0800_00_elm,Elmyra,"It’s all dry, and this dirt!",カサカサじゃないか　それにこの汚れ！
$C2510_MAIN_1800_0800_05_zax,Zack,MIDGR___175,MIDGR___175
$C2510_MAIN_1800_0900_00_elm,Elmyra,Sorry.,悪いね
$C2510_MAIN_1800_1000_00_elm,Elmyra,"I prepared myself after seeing the note, but seeing her like this still hits hard.",置き手紙を見て　覚悟はしてきたけど<br>やっぱり　こんな姿見るとね
$C2510_MAIN_1800_1000_05_elm,Elmyra,MIDGR___178,MIDGR___178
$C2510_MAIN_1800_1100_00_zax,Zack,Yeah...,うん……
$C2510_MAIN_1800_1100_05_elm,Elmyra,MIDGR___180,MIDGR___180
$C2510_MAIN_1800_1200_00_elm,Elmyra,I borrowed a wheelchair for Aerith. You carry Cloud on your back.,車椅子を借りてきたよ　エアリスを乗せて<br>クラウドは　あんたがおぶって
$C2510_MAIN_1800_1300_00_elm,Elmyra,"That’ll work, right?",それで　いけるだろ？
$C2510_MAIN_1800_1400_00_zax,Zack,"Yeah, I think so.",ああ　いけると思う
$C2510_MAIN_1800_1500_00_zax,Zack,That’s Aerith’s.,それ　エアリスの
$C2510_MAIN_1800_1600_00_elm,Elmyra,"Yeah, I know.",ああ　知ってるよ
$C2510_MAIN_1900_0100_00_mug,Mugi,"Huh, Aerith?",あれ　エアリス？
$C2510_MAIN_1900_0200_00_mug,Mugi,What’s wrong?,どうしたの？
$C2510_MAIN_1900_0200_05_elm,Elmyra,MIDGR___188,MIDGR___188
$C2510_MAIN_1900_0300_00_mug,Mugi,Aerith...Aerith!,エアリス……エアリス！
$C2510_MAIN_1900_0300_05_mug,Mugi,MIDGR___190,MIDGR___190
$C2510_MAIN_1900_0300_08_mug,Mugi,MIDGR___191,MIDGR___191
$C2510_MAIN_1900_0300_11_zax,Zack,MIDGR___192,MIDGR___192
$C2510_MAIN_1900_0400_00_zax,Zack,"Hey, Elmyra.",なあ　エルミナ
$C2510_MAIN_1900_0500_00_elm,Elmyra,What is it?,なんだい
$C2510_MAIN_1900_0600_00_zax,Zack,What’s happening?,なにが起こってるんだ？
$C2510_MAIN_1900_0600_05_zax,Zack,MIDGR___196,MIDGR___196
$C2510_MAIN_1900_0700_00_elm,Elmyra,The world’s ending.,世界が終わる
$C2510_MAIN_1900_0700_05_zax,Zack,MIDGR___198,MIDGR___198
$C2510_MAIN_1900_0710_00_elm,Elmyra,That’s what everyone’s saying.,みんな　そう言ってるよ
$C2610_MAIN_3000_0100_00_zax,Zack,"Sorry, I couldn’t do anything for you.",ごめんな　なにもしてやれなくてさ
$C2610_MAIN_3000_0200_00_zax,Zack,Didn’t know you were such a bookworm.,意外と読書家だったんだな
$C2610_MAIN_3000_0300_00_zax,Zack,"Materia, huh? Weird color.",マテリアか　不思議な色だな
$C2610_MAIN_3200_0000_05_elm,Elmyra,MIDGR___203,MIDGR___203
$C2610_MAIN_3200_0000_09_elm,Elmyra,MIDGR___204,MIDGR___204
$C2610_MAIN_3200_0100_00_elm,Elmyra,Want some too?,あんたも食べるかい？
$C2610_MAIN_3200_0200_00_zax,Zack,"Yeah, yeah!",食べる食べる！
$C2610_MAIN_3200_0200_05_zax,Zack,MIDGR___207,MIDGR___207
$C2610_MAIN_3200_0300_00_mrn,Marlene,"Say ""Thanks for the food.""",『いただきます』です
$C2610_MAIN_3200_0400_00_zax,Zack,"Yes, yes!",はいはい！
$C2610_MAIN_3200_0500_00_mrn,Marlene,"""Yes"" is just once!",『はい』は１回です！
$C2610_MAIN_3200_0500_05_zax,Zack,MIDGR___211,MIDGR___211
$C2610_MAIN_3200_0600_00_zax,Zack,Yes!,はい！
$C2610_MAIN_3200_0600_05_zax,Zack,MIDGR___213,MIDGR___213
$C2610_MAIN_3200_0700_00_zax,Zack,"Last night, there was someone outside the house, right?",昨日の夜　家のまえに誰かいたよな
$C2610_MAIN_3200_0800_00_elm,Elmyra,"Yeah, that was Biggs.",ああ　ビッグスだね
$C2610_MAIN_3200_0810_00_elm,Elmyra,He brought us some food.,食料を届けてくれたんだ
$C2610_MAIN_3200_0900_00_zax,Zack,"He was kinda sneaking around, though.",なんか　コソコソしてたけど
$C2610_MAIN_3200_1000_00_elm,Elmyra,"Wanted posters with his face are plastered everywhere, you know? That’s probably why.",そこら中に　手配書が貼ってあるだろ？<br>あれに顔が載ってるんだ
$C2610_MAIN_3300_0100_00_big,Biggs,MIDGR___219,MIDGR___219
$C2610_MAIN_3300_0200_00_big,Biggs,MIDGR___220,MIDGR___220
$C2610_MAIN_3400_0100_00_zax,Zack,What’s the connection?,どういう関係？
$C2610_MAIN_3400_0200_00_elm,Elmyra,Ask him yourself.,本人から　聞きなよ
$C2610_MAIN_3400_0210_00_elm,Elmyra,"As long as Marlene’s here, he’ll come back.",マリンがここにいる限り　また来るだろ
$C2610_MAIN_3400_0300_00_mrn,Marlene,He won’t.,来ないよ
$C2610_MAIN_3400_0300_06_elm,Elmyra,MIDGR___225,MIDGR___225
$C2610_MAIN_3400_0400_00_mrn,Marlene,Biggs isn’t coming back. ‘Cause Daddy and Tifa haven’t come back either!,ビッグスは　もう来ないよ<br>だって　父ちゃんもティファも帰ってこないもん！
$C2610_MAIN_3400_0500_00_mrn,Marlene,So Biggs isn’t coming back either.,だから　ビッグスももう来ないの
$C2610_MAIN_3400_0500_05_elm,Elmyra,MIDGR___228,MIDGR___228
$C2610_MAIN_3400_0600_00_zax,Zack,Then I’ll go find Biggs.,そんじゃ　俺がビッグスを探しに行くよ
$C2610_MAIN_3400_0610_00_zax,Zack,And bring him back!,そんで　連れてくる！
$C2610_MAIN_3400_0610_05_mrn,Marlene,MIDGR___231,MIDGR___231
$C2610_MAIN_3400_0700_00_mrn,Marlene,Really?,ほんと？
$C2610_MAIN_3400_0800_00_zax,Zack,"Really, really!",ほんとほんと！
$C2610_MAIN_3400_0810_00_zax,Zack,"One ""really"" is enough, right?",返事は１回だったよな
$C2610_MAIN_3400_0900_00_mrn,Marlene,"No, you can say it more!",ううん　もっと言っていいよ
$C2610_MAIN_3400_0900_05_zax,Zack,MIDGR___236,MIDGR___236
$C2610_MAIN_3400_1000_00_zax,Zack,"Really, really!",ほんとほんと！
$C2710_MAIN_0300_0000_02_zax,Zack,MIDGR___238,MIDGR___238
$C2710_MAIN_0300_0000_05_zax,Zack,MIDGR___239,MIDGR___239
$C2710_MAIN_0300_0100_00_zax,Zack,Looks good.,これでよしと
$C2710_MAIN_0400_0100_00_zax,Zack,"Hey, do you know this guy in the photo?",なあ　この写真の人　知らない？
$C2710_MAIN_0400_0110_00_zax,Zack,Have you seen this guy somewhere?,この人　どこかで見なかった？
$C2710_MAIN_0400_0120_00_zax,Zack,This man—does he look familiar?,この男なんだけど　見覚えない？
$C2710_MAIN_0400_0130_00_zax,Zack,Know this guy?,こいつ　知ってる？
$C2710_MAIN_0400_0200_00_mfa,Slum Resident,"Sorry, don’t know him.",ごめん　知らない
$C2710_MAIN_0400_0300_00_mma,Slum Resident,No idea.,知りませんね
$C2710_MAIN_0400_0400_00_mma,Slum Resident,Don’t know.,知らないな
$C2710_MAIN_0400_0500_00_mfa,Slum Resident,"Sorry, I don’t recognize him.",悪いわね　わからないわ
$C2710_MAIN_0400_0600_00_mmk,Slum Resident,Who’s that?,だれ　それ？
$C2710_MAIN_0400_0700_00_mfk,Slum Resident,Sorry.,ごめんなさい
$C2710_MAIN_0500_0100_00_zax,Zack,MIDGR___251,MIDGR___251
$C2710_MAIN_0500_0200_00_mma,Slum Resident,"Hey, Avalanche again?",おいおい　またアバランチか？
$C2710_MAIN_0500_0300_00_mma,Slum Resident,Maybe.,かもな
$C2710_MAIN_0500_0400_00_zax,Zack,Gotta go!,行かないと！
$C2710_MAIN_0600_0000_05_zax,Zack,MIDGR___255,MIDGR___255
$C2710_MAIN_0600_0100_00_zax,Zack,MIDGR___256,MIDGR___256
$C2710_MAIN_0600_0100_05_zax,Zack,MIDGR___257,MIDGR___257
$C2710_MAIN_0600_0200_00_zax,Zack,Found you!,みーつけた！
$C3010_MAIN_0200_0100_00_big,Biggs,"And then, I felt blood flowing from all over my body.",でな　体のあちこちから<br>血が流れていくのを感じてた
$C3010_MAIN_0200_0200_00_big,Biggs,I thought I’d die when I stopped feeling anything.,なにも感じなくなったら　死ぬんだと思ってた
$C3010_MAIN_0200_0300_00_big,Biggs,But that didn’t happen.,でも　そうはならなかった
$C3010_MAIN_0300_0100_00_big,Biggs,I think there was a strong wind blowing.,強い風が吹いてた気がするんだよな
$C3010_MAIN_0300_0200_00_big,Biggs,And it felt like my consciousness was being peeled away from my body.,んで　意識が体から<br>引きはがされるような気がして
$C3010_MAIN_0400_0000_05_big,Biggs,MIDGR___264,MIDGR___264
$C3010_MAIN_0400_0100_00_big,Biggs,"When I came to, I was lying in the orphanage.",気がついたら　孤児院で寝てた
$C3010_MAIN_0400_0200_00_big,Biggs,No one knows who found me or who brought me there.,誰が俺を見つけて　誰が運んだのか<br>誰も知らないんだ
$C3010_MAIN_0400_0300_00_zax,Zack,"Same here, more or less.",俺も似たようなもん
$C3010_MAIN_0400_0400_00_zax,Zack,"I was up against an army, like, seriously.",マジかってくらいの軍勢の相手して
$C3010_MAIN_0500_0100_00_zax,Zack,It hurt like hell.,すっげえ　痛かったわ
$C3010_MAIN_0500_0200_00_zax,Zack,"Yeah, there was definitely a wind blowing.",うん　たしかに風が吹いてたな
$C3010_MAIN_0600_0100_00_zax,Zack,I was shocked when I realized I was standing.,自分が立ってるって気づいた時は　驚いたのなんの
$C3010_MAIN_0600_0200_00_big,Biggs,"It doesn’t make sense, does it?",ワケがわからないよな
$C3010_MAIN_0600_0300_00_big,Biggs,Surviving only to end up in a world like this.,生き延びてみたら　こんな世界だし
$C3010_MAIN_0600_0310_00_big,Biggs,And besides...,それに……
$C3010_MAIN_0600_0400_00_big,Biggs,Why was I the one to survive?,なんで　生き残ったのが俺なんだ？
$C3010_MAIN_0600_0500_00_zax,Zack,What do you mean?,どういう意味よ
