id,name,text,text_jp
$C2410_MAIN_0200_0200_00_snk,Shinra Middle Manager,"No, don’t tell me. Nothing good ever comes from getting mixed up with you lot.",いや　言わなくていい<br>君たちに関わると　ロクなことにならん
$C2410_MAIN_0200_0300_00_snk,Shinra Middle Manager,"I’m here on a business trip to escort some executives. Just don’t get in my way, got it?",幹部のアテンドで出張に来ているんだ<br>くれぐれも邪魔しないでくれよ
$C2410_MAIN_0400_0100_00_mma,Tourism Staff,"Today, we’re bustling with guests who came to see the parade in Junon.",本日は　ジュノンでパレードを見学された<br>お客様たちで賑わっておりまして
$C2410_MAIN_0400_0200_00_mma,Tourism Staff,All the popular hotels are fully booked.,人気のホテルは　どこも埋まっております
$C2410_MAIN_0400_0300_00_mma,Tourism Staff,"I could refer you to a recently opened hotel, but it’s not exactly something I can recommend...",最近オープンしたホテルを<br>ご紹介できなくもないのですが……
$C2410_MAIN_0400_0400_00_mma,Tourism Staff,"Between you and me, some shady folks are involved, so I’d steer clear if I were you.",ここだけの話　ヤバい方たちが絡んでいるので<br>オススメできません
$C2410_MAIN_0500_0100_00_mma,Hotel Staff,My apologies. We’re fully booked today.,申し訳ございません<br>本日　満室となっております
$C2410_MAIN_0500_0200_00_mma,Hotel Staff,Welcome! Are you checking in?,いらっしゃいませ　ご利用ですか？
$C2410_MAIN_0500_0300_00_mma,Hotel Staff,Have a good day!,いってらっしゃいませ
$C2410_MAIN_0600_0100_00_mfa,Hotel Staff,"Today, we’re only accepting guests with reservations.",本日は　ご予約のお客様のみの<br>ご案内となっております
$C2410_MAIN_0600_0200_00_mfa,Hotel Staff,We look forward to your next visit.,またのお越しをお待ちしております
$C2410_MAIN_0600_0300_00_mfa,Hotel Staff,Welcome! Please take your time and relax.,いらっしゃいませ　どうぞごゆっくり
$C2410_MAIN_0600_0400_00_mfa,Hotel Staff,Have a good day!,いってらっしゃいませ
$C2410_MAIN_0700_0100_00_mma,Shady Guy,"Hey, buddy, ever thought of becoming a hotel owner in dreamy Costa?",お兄さん　憧れのコスタで<br>ホテルオーナーになってみない？
$C2410_MAIN_0700_0200_00_mma,Shady Guy,I’ve got just the deal for ya.,ちょうど　いい話があるぜ
$C2410_MAIN_0700_0300_00_mma,Shady Guy,Get this—it’s a tenth of the market price!,なんと　値段は相場の１０分の１！
$C2410_MAIN_0700_0400_00_mma,Shady Guy,"Can’t quite say why, but someone’s real eager to offload this property.",理由は　ち～っと言えねえが<br>物件を売りたがってる御方がいてね
$C2410_MAIN_0700_0410_00_mma,Shady Guy,"C’mon, it’s a hot tourist spot! You’ll make your money back in no time.",なに　人気の観光地だ<br>すぐに元は取れるぜ
$C2410_MAIN_0800_0100_00_jny,???,"Tifa, big bro~!",ティファ　アニキ～！
$C2410_MAIN_0800_0100_05_art,Aerith,CORLE_77,CORLE_77
$C2410_MAIN_0800_0190_00_jny,???,Tifa~!,ティファ～！
$C2410_MAIN_0800_0200_00_tif,Tifa,"No way, Johnny?",うそ　ジョニー？
$C2410_MAIN_0800_0200_07_jny,Johnny,CORLE_80,CORLE_80
$C2410_MAIN_0800_0300_00_jny,Johnny,"Hey, everyone, long time no see! You all look well!",みなさん　お久しぶりです<br>お元気そうで！
$C2410_MAIN_0800_0300_05_tif,Tifa,CORLE_82,CORLE_82
$C2410_MAIN_0800_0400_00_tif,Tifa,"What are you doing here, Johnny?",ジョニーも　ここでなにしてるの？
$C2410_MAIN_0800_0500_00_jny,Johnny,"Johnny, the man, is makin’ his big move!",男ジョニー　一世一代の大勝負
$C2410_MAIN_0800_0510_00_jny,Johnny,"I became a hotel owner, yo!",ホテルのオーナーになったんだよ　俺！
$C2410_MAIN_0800_0510_05_art,Aerith,CORLE_86,CORLE_86
$C2410_MAIN_0800_0510_07_blt,Barret,CORLE_87,CORLE_87
$C2410_MAIN_0800_0600_00_jny,Johnny,"Well, it’s just a tiny hotel, though.",つっても　ちっこいホテルだけどな
$C2410_MAIN_0800_0700_00_art,Aerith,We were just looking for a place to rest. Can we stop by?,ちょうど　休める場所　探してたの<br>行ってもいい？
$C2410_MAIN_0800_0800_00_jny,Johnny,"Whoa, that’s a dream come true! You’re super, super, suuuper welcome!",うおお　願ってもない申し出<br>大　大　大っ歓迎です！
$C2410_MAIN_0800_0800_05_art,Aerith,CORLE_91,CORLE_91
$C2410_MAIN_0800_0900_00_jny,Johnny,"Truth is, since we opened, we’ve had zero guests.",実はオープン以来　お客ゼロで
$C2410_MAIN_0800_0900_05_jny,Johnny,CORLE_93,CORLE_93
$C2410_MAIN_0800_1000_00_blt,Barret,You gonna be okay?,大丈夫かよ
$C2410_MAIN_0800_1100_00_jny,Johnny,"Aw, c’mon, with our bond? No need to hold back!",ヤだなあ　俺たちの仲じゃないですか<br>遠慮は無用ですって
$C2410_MAIN_0800_1100_05_blt,Barret,CORLE_96,CORLE_96
$C2410_MAIN_0800_1200_00_jny,Johnny,"Alrighty then, let’s head over!",んじゃ　さっそく向かいましょう
$C2410_MAIN_0800_1300_00_cld,Cloud,Hey.,おい
$C2410_MAIN_0800_1400_00_jny,Johnny,"C’mon, hurry up, hurry up!",ほら　早く早く！
$C2410_MAIN_0800_1400_05_art,Aerith,CORLE_100,CORLE_100
$C2410_MAIN_0800_1400_07_blt,Barret,CORLE_101,CORLE_101
$C2410_MAIN_1000_0100_00_jny,Johnny,"Don’t get lost now, make sure you follow me close, okay?",迷子にならないように<br>ちゃんと　ついてきてくださいね
$C2410_MAIN_1100_0100_00_jny,Johnny,"This way, this way!",こっち　こっち！
$C2410_MAIN_1100_0200_00_jny,Johnny,"Over here, yo!",こっちっす！
$C2410_MAIN_1200_0100_00_jny,Johnny,"Just bought it, so it’s a bit messy, but it’s got a pretty nice vibe goin’ on~",買ったばかりなんで　ちょっと散らかってますけど<br>なかなか　いいカンジなんですよ～
$C2410_MAIN_1200_0300_00_jny,Johnny,"Man~ It’s a long story, but...",いや～　話すと長くなるんすけど……
$C2410_MAIN_1200_0400_00_jny,Johnny,"I finally left Midgar with my mind made up, but no job, no cash, no girlfriend—totally screwed.",意を決してミッドガルを出たものの<br>職ナシ　金ナシ　彼女ナシの八方塞がり
$C2410_MAIN_1200_0500_00_jny,Johnny,"Lyin’ in an alley like some piece of trash, then Mayor Kapono calls out to me.",ゴミくずよろしく　路地裏に転がってたら<br>カポノ市長に声をかけられて
$C2410_MAIN_1200_0600_00_jny,Johnny,"He said if I didn’t have a job, he’d hook me up with a cheap property as a special favor!",仕事がないならって<br>特別に　格安物件を紹介してくれたんです！
$C2410_MAIN_1200_0700_00_jny,Johnny,"The sale price? Half the market value! And on top of that, he threw in a fat loan!",売値はなんと　相場の半分！<br>そのうえ　ドーンと融資までしてくれて
$C2410_MAIN_1200_0800_00_jny,Johnny,"I was so moved, man...",俺もう　感動しちゃって……
$C2410_MAIN_1200_0900_00_jny,Johnny,"Hey, where you goin’?!",ちょっと　どこ行くんすか！
$C2410_MAIN_1300_0000_05_jny,Johnny,Everyo~ne!,みなさ～ん！
$C2410_MAIN_1300_0000_07_jny,Johnny,CORLE_114,CORLE_114
$C2410_MAIN_1300_0100_00_jny,Johnny,My castle—Seaside Johnny!,俺の城　シーサイド・ジョニー！
$C2410_MAIN_1300_0100_02_tif,Tifa,CORLE_116,CORLE_116
$C2410_MAIN_1300_0100_03_cld,Cloud,CORLE_117,CORLE_117
$C2410_MAIN_1300_0100_05_art,Aerith,CORLE_118,CORLE_118
$C2410_MAIN_1300_0200_00_tif,Tifa,"I see...Yeah, it’s nice...",そっか……　うん　いいね……
$C2410_MAIN_1300_0300_00_jny,Johnny,Right? Right?,だろ　だろ？
$C2410_MAIN_1300_0400_00_blt,Barret,"For a ""seaside"", I ain’t seein’ no sea!",シーサイドのわりには　シーが見えねえぞ
$C2410_MAIN_1300_0500_00_jny,Johnny,"It’s not about lookin’, see—",見るんじゃなくて　ほら
$C2410_MAIN_1300_0500_03_blt,Barret,CORLE_123,CORLE_123
$C2410_MAIN_1300_0500_05_jny,Johnny,CORLE_124,CORLE_124
$C2410_MAIN_1300_0600_00_jny,Johnny,Here it comes—the salty sea breeze!,きたきた　潮のかおり！
$C2410_MAIN_1300_0600_05_blt,Barret,CORLE_126,CORLE_126
$C2410_MAIN_1300_0700_00_jny,Johnny,Here ya go!,さあ　どうぞ！
$C2410_MAIN_1300_0700_05_blt,Barret,CORLE_128,CORLE_128
$C2410_MAIN_1400_0100_00_jny,Johnny,Welcome to Seaside Johnny!,ようこそ　シーサイド・ジョニーへ！
$C2410_MAIN_1400_0200_00_jny,Johnny,"Rooms are—Tifa in 101, Aerith in 102.",お部屋は　ティファが１０１<br>エアリスが１０２
$C2410_MAIN_1400_0210_00_jny,Johnny,And all you guys can bunk together in Room 103.,野郎のみなさんは　まとめて１０３号室ってことで
$C2410_MAIN_1400_0300_00_tif,Tifa,How much?,料金は？
$C2410_MAIN_1400_0400_00_jny,Johnny,"For Tifa, I’ll give a huge discount! Today’s—",ティファのためなら　大サービス！<br>今日は――
$C2410_MAIN_1400_0500_00_jny,Johnny,Oh—sorry! I got a call from Mayor Kapono.,っと　すいません<br>俺　カポノ市長に呼ばれてて
$C2410_MAIN_1400_0600_00_jny,Johnny,"It’s all yours today, so just kick back however you like!",今日は　みなさんの貸し切りなんで<br>適当にくつろいどいてください
$C2410_MAIN_1400_0700_00_jny,Johnny,CORLE_136,CORLE_136
$C2410_MAIN_1400_0710_00_jny,Johnny,"If you’re headin’ to the beach, change properly, alright?",ビーチへ行くなら　ちゃんと着替えてくださいね
$C2410_MAIN_1400_0800_00_jny,Johnny,And no bringin’ in those dangerous weapons!,その物騒なのも　持ち込み禁止ですから！
$C2410_MAIN_1400_0900_00_jny,Johnny,Man~ I’d kill to see Tifa in resort wear with my own eyes!,くう～　ティファのリゾートウェア<br>この目で見たかったぜ！
$C2410_MAIN_1400_1000_00_art,Aerith,Shower time?,シャワー　いく？
$C2410_MAIN_1400_1100_00_tif,Tifa,"Yeah, sounds good.",うん　そうだね
$C2410_MAIN_1400_1200_00_tif,Tifa,"See you later, then.",じゃあ　のちほど
$C2410_MAIN_1400_1300_00_blt,Barret,"""Later"" when, huh?",のちほどって　いつだよ？
$C2410_MAIN_1400_1400_00_tif,Tifa,"Well, it’s a place like this, so nice and easy.",まあ　こういうところですから　ゆるゆると
$C2410_MAIN_1400_1500_00_tif,Tifa,CORLE_145,CORLE_145
$C2410_MAIN_1400_1600_00_art,Aerith,CORLE_146,CORLE_146
$C2410_MAIN_1400_1700_00_blt,Barret,"I give up, I give up.",負けた　負けた
$C2410_MAIN_1400_1800_00_blt,Barret,"Guess I’ll check out the area...Oh, gotta change first, huh?",じゃあ　そのへん見てくるぜ……って<br>着替えねえと　ダメなんだったか
$C2410_MAIN_1400_1900_00_blt,Barret,"Yeah, this is more like it.",やっぱ　これだよな
$C2410_MAIN_1400_2000_00_blt,Barret,"Alright, I’m headin’ out first!",んじゃ　先に行ってるぜ
$C2410_MAIN_1500_0100_00_red,Red XIII,The breeze feels nice. Not a bad place to stay.,風が心地よい<br>なかなか　いい宿だな
$C2410_MAIN_1600_0100_00_tif,Tifa,This is a bed...right? Feels like the bottom’ll give out if I sit on it.,これがベッド……だよね？<br>乗ったら　底が抜けそう
$C2410_MAIN_1700_0100_00_art,Aerith,No way! The shower’s broken...,うそ！　シャワー壊れちゃった……
$C2410_MAIN_1800_0100_00_cld,Cloud,"Sorry, looks like I’m on guard duty.",悪いな　留守番だ
$C2410_MAIN_1900_0100_00_mma,Shady Guy,"Hey, bro~ Instead of that dump, I can hook you up with a way better place.",お兄さ～ん　そんなボロ家より<br>もっといい宿　紹介するよ
$C2410_MAIN_2000_0100_00_mma,Shady Guy,"You saw the inside, right?",なか　見たでしょう？
$C2410_MAIN_2000_0200_00_mma,Shady Guy,"That rundown shack ain’t worth 100 gil, and they even saddled him with debt!",こんなボロ宿　１００ギルの価値もないってのに<br>借金まで負わされちゃって
$C2410_MAIN_2000_0210_00_mma,Shady Guy,"These days, who’d fall for a scam like that, huh?",いまどき　こんな手に<br>だまされるヤツがいるなんてねえ
$C2410_MAIN_2020_0050_05_mfa,Hula Dancer,CORLE_159,CORLE_159
$C2410_MAIN_2020_0100_00_mfa,Hula Dancer,"Costa~! You all by yourself, handsome?",コスタ～！<br>お兄さん　おひとり？
$C2410_MAIN_2020_0200_00_mfa,Hula Dancer,Coming to the beach and staying solo is such a waste~!,せっかくビーチに来たのに<br>ひとりきりなんて　もったいないわ～！
$C2410_MAIN_2020_0300_00_mfa,Hula Dancer,I’ve got some exciting news just for you.,そんなアナタに魅力的なお知らせよ
$C2410_MAIN_2020_0400_00_mfa,Hula Dancer,"Right now in Costa del Sol, we’re holding an event to spark new encounters for our guests.",コスタ・デル・ソルでは　いま<br>お客さまの出会いを後押しするイベントを開催中
$C2410_MAIN_2020_0600_00_mfa,Hula Dancer,"A lovely memory overflowing with love, just for you.",愛あふれるステキな思い出をアナタに
$C2410_MAIN_2020_0700_00_mfa,Hula Dancer,"""Amor in Costa"" is underway~!",『コスタでアモール』開催中で～す！
$C2410_MAIN_2020_0710_00_mfa,Hula Dancer,CORLE_166,CORLE_166
$C2410_MAIN_2020_0800_00_mfa,Hula Dancer,"So, how about it? Wanna join in, handsome?",どう　お兄さんも参加してみない？
$C2410_MAIN_2020_0900_00_cld,Cloud,Not interested.,興味ない
$C2410_MAIN_2020_0900_05_mfa,Hula Dancer,CORLE_169,CORLE_169
$C2410_MAIN_2020_0900_07_mfa,Hula Dancer,CORLE_170,CORLE_170
$C2410_MAIN_2020_1000_00_cld,Cloud,I’ve got business with someone. See ya.,俺はあいつに用がある　じゃあな
$C2410_MAIN_2020_1000_05_mfa,Hula Dancer,CORLE_172,CORLE_172
$C2410_MAIN_2020_1100_00_mfa,Hula Dancer,"Oh my, a friend? Then can you pass this along to him?",あらあら　おトモダチ？<br>じゃ　お兄さんから言ってくれない？
$C2410_MAIN_2020_1200_00_mfa,Hula Dancer,"Those black-robed guys are kinda weird, right? They’re gathering at the beach, and everyone’s freaked out.",黒マントさんたちって　すこし変でしょ？<br>ビーチに集まっちゃって　みんな怖がってるの
$C2410_MAIN_2020_1300_00_mfa,Hula Dancer,Ignoring the dress code and totally ruining the vibe.,ドレスコードも無視で雰囲気ぶちこわし
$C2410_MAIN_2020_1400_00_mfa,Hula Dancer,"Take them somewhere else, pretty please~!",どこかに連れ出してちょうだい　お願いね～
$C2410_MAIN_2020_1500_00_mfa,Hula Dancer,"But you, dressed like that, you can’t get on the beach either!",でも　お兄さんも<br>その格好じゃ　ビーチに入れないわよ？
$C2410_MAIN_2020_1600_00_mfa,Hula Dancer,This is Costa del Sol! You’ve gotta let loose a little more!,ここは　コスタ・デル・ソル<br>もっと自分を解放しなくちゃ！
$C2410_MAIN_2020_1700_00_mfa,Hula Dancer,So here—take ticket number 7.,ってことで　７番のチケットをあげる
$C2410_MAIN_2020_1700_07_cld,Cloud,CORLE_180,CORLE_180
$C2410_MAIN_2020_1700_09_mfa,Hula Dancer,CORLE_181,CORLE_181
$C2410_MAIN_2020_1800_00_mfa,Hula Dancer,"With that ticket, you can join ""Pirates"" Rampage’ and ""Card Carnival"" events.",そのチケットで『パイレーツ・ランページ』と<br>『カード・カーニバル』のイベントに参加できるわ
$C2410_MAIN_2020_1900_00_mfa,Hula Dancer,A partner with the same number should be waiting for you at the venue.,同じ番号を持ったパートナーが<br>会場で　アナタを待ってるはずよ
$C2410_MAIN_2020_1900_05_mfa,Hula Dancer,CORLE_184,CORLE_184
$C2410_MAIN_2020_2000_00_mfa,Hula Dancer,"Clear the games with your partner, and you’ll get an Amor Card as a prize!",パートナーといっしょにゲームをクリアすれば<br>アモールカードをプレゼント！
$C2410_MAIN_2020_2000_05_mfa,Hula Dancer,CORLE_186,CORLE_186
$C2410_MAIN_2020_2100_00_mfa,Hula Dancer,You can trade that card for resort wear.,カードは　リゾートウェアと交換できちゃうの
$C2410_MAIN_2020_2200_00_mfa,Hula Dancer,Meet the dress code and make some awesome memories!,ドレスコードをクリアして<br>ステキな思い出を作っちゃおう！
$C2410_MAIN_2020_2200_05_mfa,Hula Dancer,CORLE_189,CORLE_189
$C2410_MAIN_2020_2200_07_mfa,Hula Dancer,CORLE_190,CORLE_190
$C2410_MAIN_2020_2300_00_mfa,Hula Dancer,"Enjoy your Costa vacation, okay?",じゃあ　コスタのバカンスを楽しんでね
$C2410_MAIN_2020_2400_00_mfa,Hula Dancer,Here’s to the best encounter ever~!,最高の出会いがありますように～！
$C2410_MAIN_2020_2400_05_mfa,Hula Dancer,CORLE_193,CORLE_193
$C2410_MAIN_2020_2500_00_mfa,Hula Dancer,Costa~!,コスタ～！
$C2410_MAIN_2020_2500_07_cld,Cloud,CORLE_195,CORLE_195
$C2410_MAIN_2020_2510_00_mfa,Hula Dancer,CORLE_196,CORLE_196
$C2410_MAIN_2100_0100_00_mma,Beach Staff,CORLE_197,CORLE_197
$C2410_MAIN_2100_0200_00_mma,Beach Staff,Sorry~,すみません～
$C2410_MAIN_2100_0300_00_mma,Beach Staff,"Today, you can’t enter the beach without resort wear.",今日は　リゾートウェアじゃないと<br>ビーチには入れないんです
$C2410_MAIN_2100_0400_00_mma,Beach Staff,"If you’re going to the beach, please change into resort wear!",ビーチに行くなら<br>リゾートウェアに着替えてくださいね！
$C2410_MAIN_2100_0500_00_cld,Cloud,Guess we need clothes first.,とりあえず　服が必要だな
$C2410_MAIN_2300_0100_00_yfi,Yuffie,Taratan~ Tatatan~♪ Tatarantatatan~♪,タラタ～ン　タタン～♪<br>タタランタラタン～♪
$C2410_MAIN_2400_0100_00_yfi,Yuffie,"Want some ice cream, Cloud? Oh, or maybe you’re here to flirt~?",クラウドもアイス食べる？<br>あっ　それともナンパ～？
$C2410_MAIN_2400_0200_00_yfi,Yuffie,"Hyu~ Hyu~! ""You look cute in that swimsuit~"", huh?",ヒュ～ヒュ～！<br>水着姿がキュートだね～って？
$C2410_MAIN_2400_0300_00_sys,NPC,"""You look cute in that swimsuit~"", huh?",水着姿がキュートだね～って？
$C2410_MAIN_2400_0400_00_sys,NPC,"Yeah, sure.",そうだな
$C2410_MAIN_2400_0500_00_sys,NPC,Not interested.,興味ない
$C2410_MAIN_2400_0600_00_sys,NPC,Don’t get in our way.,俺たちの邪魔をするな
$C2410_MAIN_2400_0700_00_cld,Cloud,"Yeah, sure.",ああ　そうだな
$C2410_MAIN_2400_0800_00_yfi,Yuffie,What’s that? You’ve got some taste after all?,なんだよ　意外と見る目あんじゃん？
$C2410_MAIN_2400_0900_00_yfi,Yuffie,"Hey, don’t ya wanna make me one of the gang? I can be useful in all kinda ways!",ねえ　アタシを仲間にする気ない？<br>なんなりと役に立っちゃうよ
$C2410_MAIN_2400_1000_00_cld,Cloud,Not interested.,興味ない
$C2410_MAIN_2400_1100_00_yfi,Yuffie,"Ugh~ There’s always one, right? Always! The ""not interested"" human’s everywhere!",はあ～　いるよね　いるいる<br>どこにでもいる　興味ないニンゲン！
$C2410_MAIN_2400_1200_00_yfi,Yuffie,"If you let me join, I’ll tickle your curiosity button, y’know?",仲間にしてくれたら<br>好奇心のツボ　押してあげるけど？
$C2410_MAIN_2400_1300_00_cld,Cloud,Just don’t get in our way anymore.,もう　俺たちの邪魔をするな
$C2410_MAIN_2400_1400_00_yfi,Yuffie,That’s somethin’ I wouldn’t get anyway.,それ　アタシにはわかんないし
$C2410_MAIN_2400_1500_00_yfi,Yuffie,"If you let me join, I could even hop into your little talks, y’know~?",仲間にしてくれたら<br>話し合いにも参加できるんだけどな～？
$C2410_MAIN_2500_0100_00_yfi,Yuffie,"Things get fun with me around~! Plus, I’d totally freshen up the team!",アタシがいると　楽しいよ～？<br>チームもグッと若返るし
$C2410_MAIN_2500_0101_00_yfi,Yuffie,CORLE_219,CORLE_219
$C2410_MAIN_2600_0050_05_mma,NPC,CORLE_220,CORLE_220
$C2410_MAIN_2600_0050_08_mmk,NPC,CORLE_221,CORLE_221
$C2410_MAIN_2600_0050_11_mma,NPC,CORLE_222,CORLE_222
$C2410_MAIN_2600_0050_15_mma,Tourist,CORLE_223,CORLE_223
$C2410_MAIN_2600_0100_00_mma,Tourist,What’s with those guys?,なんだ　あいつら
$C2410_MAIN_2600_0200_00_mfa,Tourist,Totally ruining the mood.,雰囲気だいなし
$C2410_MAIN_2600_0300_00_blt,Barret,"Yo, you made it.",おう　来たか
$C2410_MAIN_2600_0310_00_cld,Cloud,Looks like the black robes are gatherin’ up.,黒マントが集まってるらしいな
$C2410_MAIN_2600_0390_00_blt,Barret,Yeah...,ああ……
$C2410_MAIN_2600_0400_00_blt,Barret,Ain’t like they’ve even done anythin’ wrong.,なんかしたってワケでもねえのによ
$C2410_MAIN_2600_0400_05_mfa,NPC,CORLE_230,CORLE_230
$C2410_MAIN_2600_0500_00_blt,Barret,"Folks freak out or get creeped out on their own, then try to shoo ‘em off like stray mutts.",勝手に怖がったり気味悪がって<br>イヌコロみたいに　追い払おうとしやがる
$C2410_MAIN_2600_0500_05_mfa,NPC,CORLE_232,CORLE_232
$C2410_MAIN_2600_0900_00_mfa,Tourist,So creepy~,気味ワル～
$C2410_MAIN_2600_1000_00_mma,Tourist,"Hey, get outta here!",ほら　あっち行けよ！
$C2410_MAIN_2600_1100_00_blt,Barret,The hell you doin’!,ごらぁ　なにしてやがる！
$C2410_MAIN_2600_1100_05_mma,Tourist,CORLE_236,CORLE_236
$C2410_MAIN_2600_1100_06_mfa,Tourist,CORLE_237,CORLE_237
$C2410_MAIN_2700_0100_00_art,Aerith,Sorry for making you play lookout.,ごめんね　見張りなんか頼んで
$C2410_MAIN_2700_0200_00_red,???,Not at a~ll!,ぜ～んぜん！
$C2410_MAIN_2700_0300_00_art,Aerith,"Huh, it won’t stop. It’s falling apart all over.",あれ　止まんない<br>あっちこっち　ボロボロ
$C2410_MAIN_2700_0400_00_art,Aerith,Reminds me of the slums.,思い出すな　スラム
