id,sub_id,text
$C2120_MAIN_0300_0300_00_red,,"if they’re leaving this region, as far as I know, it’s either by sea or by air."
$C2120_MAIN_0300_0300_00_red,ACTOR,Red XIII
$C2120_MAIN_0300_0400_00_cld,,Yeah.
$C2120_MAIN_0300_0400_00_cld,ACTOR,Cloud
$C2120_MAIN_0300_0410_00_cld,,Let’s split up and gather info.
$C2120_MAIN_0300_0410_00_cld,ACTOR,Cloud
$C2120_MAIN_0300_0500_00_cld,,"Whether we can get a ship here, or find other routes."
$C2120_MAIN_0300_0500_00_cld,ACTOR,Cloud
$C2120_MAIN_0300_0600_00_cld,,I’m also curious about where those black cloaks went.
$C2120_MAIN_0300_0600_00_cld,ACTOR,Cloud
$C2120_MAIN_0300_0700_00_art,,Meet back at the inn when we’re done?
$C2120_MAIN_0300_0700_00_art,ACTOR,Aerith
$C2120_MAIN_0300_0800_00_cld,,Sounds good. Let’s go.
$C2120_MAIN_0300_0800_00_cld,ACTOR,Cloud
$C2120_MAIN_0600_0100_00_red,,"Long ago, the capital of the Junon Republic used to be out in these waters."
$C2120_MAIN_0600_0100_00_red,ACTOR,Red XIII
$C2120_MAIN_0600_0200_00_red,,"They say it was a floating city, made of massive ships linked together."
$C2120_MAIN_0600_0200_00_red,ACTOR,Red XIII
$C2120_MAIN_0600_0300_00_red,,That glorious floating city fell to Shinra’s attack and sank to the ocean floor.
$C2120_MAIN_0600_0300_00_red,ACTOR,Red XIII
$C2120_MAIN_0600_0400_00_red,,"And on the land overlooking that sea, Shinra built an unsinking city of steel."
$C2120_MAIN_0600_0400_00_red,ACTOR,Red XIII
$C2120_MAIN_0600_0500_00_red,,Almost like a tombstone for the Republic...I’ve heard that tale before.
$C2120_MAIN_0600_0500_00_red,ACTOR,Red XIII
$C2120_MAIN_0700_0100_00_blt,,"This is a fishing village, so naturally, they’ve got boats."
$C2120_MAIN_0700_0100_00_blt,ACTOR,Barret
$C2120_MAIN_0700_0200_00_blt,,But word came down from above banning fishing. No end date given.
$C2120_MAIN_0700_0200_00_blt,ACTOR,Barret
$C2120_MAIN_0700_0300_00_blt,,"With the condition we don’t drag the villagers into it, borrowing a boat’s gonna be tough."
$C2120_MAIN_0700_0300_00_blt,ACTOR,Barret
$C2120_MAIN_0700_0400_00_blt,,"Back in the day, they say you could head offshore and reel in big ones left and right."
$C2120_MAIN_0700_0400_00_blt,ACTOR,Barret
$C2120_MAIN_0700_0500_00_blt,,"But ever since they built that mako reactor on the seabed, monsters started popping up, and it’s been a bust."
$C2120_MAIN_0700_0500_00_blt,ACTOR,Barret
$C2120_MAIN_0700_0600_00_blt,,"Damn Shinra, they’ve trashed the sea too!"
$C2120_MAIN_0700_0600_00_blt,ACTOR,Barret
$C2120_MAIN_0800_0100_00_art,,They’re holding a big Shinra event in the city up top.
$C2120_MAIN_0800_0100_00_art,ACTOR,Aerith
$C2120_MAIN_0800_0200_00_art,,Wonder what it is?
$C2120_MAIN_0800_0200_00_art,ACTOR,Aerith
$C2120_MAIN_0800_0400_00_art,,The folks here are upset about never seeing the sun.
$C2120_MAIN_0800_0400_00_art,ACTOR,Aerith
$C2120_MAIN_0800_0500_00_art,,"So if we start feeling comfy here, I kinda feel bad about it."
$C2120_MAIN_0800_0500_00_art,ACTOR,Aerith
$C2120_MAIN_0900_0100_00_tif,,Looks like the only way to the upper city is that elevator.
$C2120_MAIN_0900_0100_00_tif,ACTOR,Tifa
$C2120_MAIN_0900_0200_00_tif,,It’s heavily guarded. Better not get too close.
$C2120_MAIN_0900_0200_00_tif,ACTOR,Tifa
$C2120_MAIN_1100_0100_00_sma,,Welcome!
$C2120_MAIN_1100_0100_00_sma,ACTOR,Innkeeper
$C2120_MAIN_1100_0200_00_sma,,Just one of you?
$C2120_MAIN_1100_0200_00_sma,ACTOR,Innkeeper
$C2120_MAIN_1100_0300_00_prs,,Somebody—help! It’s an emergency!
$C2120_MAIN_1100_0300_00_prs,ACTOR,???
$C2120_MAIN_1100_0400_00_sma,,Huh?
$C2120_MAIN_1100_0400_00_sma,ACTOR,Innkeeper
$C2120_MAIN_1100_0500_00_prs,,Emergency! Somebody!
$C2120_MAIN_1100_0500_00_prs,ACTOR,???
$C2120_MAIN_1100_0600_00_sma,,"Sir, with that sword on your back, I’m begging you."
$C2120_MAIN_1100_0600_00_sma,ACTOR,Innkeeper
$C2120_MAIN_1100_0700_00_sma,,"That voice belongs to Priscilla, a kid from the village. Please go help her out!"
$C2120_MAIN_1100_0700_00_sma,ACTOR,Innkeeper
$C2120_MAIN_1200_0100_00_prs,,"Hurry, this way! There’s a boat drifting out there!"
$C2120_MAIN_1200_0100_00_prs,ACTOR,Priscilla
$C2120_MAIN_1200_0200_00_prs,,Over here! Hurry!
$C2120_MAIN_1200_0200_00_prs,ACTOR,Priscilla
$C2120_MAIN_1200_0300_00_prs,,"Please, quick!"
$C2120_MAIN_1200_0300_00_prs,ACTOR,Priscilla
$C2120_MAIN_1400_0000_05_yfi,,
$C2120_MAIN_1400_0000_05_yfi,ACTOR,???
$C2120_MAIN_1400_0100_00_yfi,,Help me~!
$C2120_MAIN_1400_0100_00_yfi,ACTOR,???
$C2120_MAIN_1400_0100_03_yfi,,Somebody~ help me~!
$C2120_MAIN_1400_0100_03_yfi,ACTOR,???
$C2120_MAIN_1400_0100_07_yfi,,
$C2120_MAIN_1400_0100_07_yfi,ACTOR,???
$C2120_MAIN_1400_0100_09_yfi,,
$C2120_MAIN_1400_0100_09_yfi,ACTOR,???
$C2120_MAIN_1400_0201_00_yfi,,
$C2120_MAIN_1400_0201_00_yfi,ACTOR,???
$C2120_MAIN_1400_0204_07_yfi,,
$C2120_MAIN_1400_0204_07_yfi,ACTOR,???
$C2120_MAIN_1400_0300_00_yfi,,"I don’t taste good, I swear~!"
$C2120_MAIN_1400_0300_00_yfi,ACTOR,???
$C2120_MAIN_1400_0300_02_yfi,,
$C2120_MAIN_1400_0300_02_yfi,ACTOR,???
$C2120_MAIN_1400_0400_00_yfi,,
$C2120_MAIN_1400_0400_00_yfi,ACTOR,???
$C2120_MAIN_1400_0400_05_yfi,,
$C2120_MAIN_1400_0400_05_yfi,ACTOR,???
$C2120_MAIN_1400_0600_00_prs,,"Yuffie, grab onto Mr. Dolphin!"
$C2120_MAIN_1400_0600_00_prs,ACTOR,Priscilla
$C2120_MAIN_1400_0600_02_yfi,,
$C2120_MAIN_1400_0600_02_yfi,ACTOR,Yuffie
$C2120_MAIN_1400_0600_03_yfi,,
$C2120_MAIN_1400_0600_03_yfi,ACTOR,Yuffie
$C2120_MAIN_1400_0600_04_ldn,,
$C2120_MAIN_1400_0600_04_ldn,ACTOR,Rhodna
$C2120_MAIN_1400_0600_05_yfi,,
$C2120_MAIN_1400_0600_05_yfi,ACTOR,Yuffie
$C2120_MAIN_1400_0600_07_yfi,,
$C2120_MAIN_1400_0600_07_yfi,ACTOR,Yuffie
$C2120_MAIN_1400_0600_08_ldn,,
$C2120_MAIN_1400_0600_08_ldn,ACTOR,Rhodna
$C2120_MAIN_1400_0600_11_blt,,
$C2120_MAIN_1400_0600_11_blt,ACTOR,Barret
$C2120_MAIN_1400_0600_13_prs,,
$C2120_MAIN_1400_0600_13_prs,ACTOR,Priscilla
$C2120_MAIN_1400_0600_15_blt,,
$C2120_MAIN_1400_0600_15_blt,ACTOR,Barret
$C2120_MAIN_1400_0700_00_ldn,,"Blow that monster away, like you did that mako reactor!"
$C2120_MAIN_1400_0700_00_ldn,ACTOR,Rhodna
$C2120_MAIN_1400_0800_00_blt,,
$C2120_MAIN_1400_0800_00_blt,ACTOR,Barret
$C2120_MAIN_1400_0900_00_tif,,"Barret, let’s help her!"
$C2120_MAIN_1400_0900_00_tif,ACTOR,Tifa
$C2120_MAIN_1400_0900_05_blt,,
$C2120_MAIN_1400_0900_05_blt,ACTOR,Barret
$C2120_MAIN_1400_1000_00_cld,,I’ll draw its attention.
$C2120_MAIN_1400_1000_00_cld,ACTOR,Cloud
$C2120_MAIN_1400_1000_03_blt,,
$C2120_MAIN_1400_1000_03_blt,ACTOR,Barret
$C2120_MAIN_1400_1000_07_blt,,
$C2120_MAIN_1400_1000_07_blt,ACTOR,Barret
$C2120_MAIN_1400_1000_11_blt,,
$C2120_MAIN_1400_1000_11_blt,ACTOR,Barret
$C2120_MAIN_1400_1000_17_blt,,
$C2120_MAIN_1400_1000_17_blt,ACTOR,Barret
$C2120_MAIN_1400_1000_22_blt,,
$C2120_MAIN_1400_1000_22_blt,ACTOR,Barret
$C2120_MAIN_1400_1100_00_cld,,Come on!
$C2120_MAIN_1400_1100_00_cld,ACTOR,Cloud
$C2120_MAIN_1410_0100_00_tif,,What’s that?
$C2120_MAIN_1410_0100_00_tif,ACTOR,Tifa
$C2120_MAIN_1410_0100_05_cld,,
$C2120_MAIN_1410_0100_05_cld,ACTOR,Cloud
$C2120_MAIN_1410_0100_08_cld,,
$C2120_MAIN_1410_0100_08_cld,ACTOR,Cloud
$C2120_MAIN_1410_0100_11_cld,,
$C2120_MAIN_1410_0100_11_cld,ACTOR,Cloud
$C2120_MAIN_1500_0000_07_cld,,
$C2120_MAIN_1500_0000_07_cld,ACTOR,Cloud
$C2120_MAIN_1500_0000_09_art,,
$C2120_MAIN_1500_0000_09_art,ACTOR,Aerith
$C2120_MAIN_1500_0000_11_tif,,
$C2120_MAIN_1500_0000_11_tif,ACTOR,Tifa
$C2120_MAIN_1500_0100_00_cld,,Trying to run?
$C2120_MAIN_1500_0100_00_cld,ACTOR,Cloud
$C2120_MAIN_1500_0200_03_cld,,
$C2120_MAIN_1500_0200_03_cld,ACTOR,Cloud
$C2120_MAIN_1500_0200_04_cld,,
$C2120_MAIN_1500_0200_04_cld,ACTOR,Cloud
$C2120_MAIN_1500_0200_06_cld,,
$C2120_MAIN_1500_0200_06_cld,ACTOR,Cloud
$C2120_MAIN_1500_0300_00_cld,,
$C2120_MAIN_1500_0300_00_cld,ACTOR,Cloud
$C2120_MAIN_1500_0300_01_cld,,
$C2120_MAIN_1500_0300_01_cld,ACTOR,Cloud
$C2120_MAIN_1500_0400_05_cld,,
$C2120_MAIN_1500_0400_05_cld,ACTOR,Cloud
$C2120_MAIN_1500_0500_00_cld,,Good work.
$C2120_MAIN_1500_0500_00_cld,ACTOR,Cloud
$C2120_MAIN_1500_0600_00_art,,That girl from before!
$C2120_MAIN_1500_0600_00_art,ACTOR,Aerith
$C2120_MAIN_1500_0700_00_tif,,Let’s head back.
$C2120_MAIN_1500_0700_00_tif,ACTOR,Tifa
$C2120_MAIN_1500_0800_00_mfa,,She’s not breathing!
$C2120_MAIN_1500_0800_00_mfa,ACTOR,Villager
$C2120_MAIN_1500_0900_00_mma,,"Hey, someone lend a hand!"
$C2120_MAIN_1500_0900_00_mma,ACTOR,Villager
$C2120_MAIN_1550_0100_00_mfa,,We need to secure her airway first.
$C2120_MAIN_1550_0200_00_mma,,Shouldn’t we call a doctor from up top?
$C2120_MAIN_1550_0300_00_mma,,That’ll take too long.
$C2120_MAIN_1550_0400_00_mfa,,Her body temp’s dropping. We gotta hurry.
$C2120_MAIN_1550_0500_00_mma,,"Damn it, isn’t anyone around?!"
$C2120_MAIN_1600_0000_00_mma,,
$C2120_MAIN_1600_0000_01_ldn,,
$C2120_MAIN_1600_0000_01_ldn,ACTOR,Rhodna
$C2120_MAIN_1600_0000_03_cld,,
$C2120_MAIN_1600_0000_03_cld,ACTOR,Cloud
$C2120_MAIN_1600_0100_00_ldn,,"Hey, you—help out!"
$C2120_MAIN_1600_0100_00_ldn,ACTOR,Rhodna
$C2120_MAIN_1600_0100_02_cld,,
$C2120_MAIN_1600_0100_02_cld,ACTOR,Cloud
$C2120_MAIN_1600_0200_00_ldn,,Take care of her chest!
$C2120_MAIN_1600_0200_00_ldn,ACTOR,Rhodna
$C2120_MAIN_1600_0200_02_cld,,
$C2120_MAIN_1600_0200_02_cld,ACTOR,Cloud
$C2120_MAIN_1600_0300_00_cld,,Got it.
$C2120_MAIN_1600_0300_00_cld,ACTOR,Cloud
$C2120_MAIN_1600_0300_03_art,,
$C2120_MAIN_1600_0300_03_art,ACTOR,Aerith
$C2120_MAIN_1600_0300_08_ldn,,
$C2120_MAIN_1600_0300_08_ldn,ACTOR,Rhodna
$C2120_MAIN_1600_0400_00_ldn,,"Alright, compress!"
$C2120_MAIN_1600_0400_00_ldn,ACTOR,Rhodna
$C2120_MAIN_1600_0400_02_cld,,
$C2120_MAIN_1600_0400_02_cld,ACTOR,Cloud
$C2120_MAIN_1600_0400_04_cld,,
$C2120_MAIN_1600_0400_04_cld,ACTOR,Cloud
$C2120_MAIN_1600_0500_00_yfi,,
$C2120_MAIN_1600_0500_00_yfi,ACTOR,Yuffie
$C2120_MAIN_1600_0500_03_ldn,,
$C2120_MAIN_1600_0500_03_ldn,ACTOR,Rhodna
$C2120_MAIN_1600_0500_04_art,,
$C2120_MAIN_1600_0500_04_art,ACTOR,Aerith
$C2120_MAIN_1600_0500_05_tif,,
$C2120_MAIN_1600_0500_05_tif,ACTOR,Tifa
$C2120_MAIN_1600_0500_07_cld,,
$C2120_MAIN_1600_0500_07_cld,ACTOR,Cloud
$C2120_MAIN_1600_0600_00_yfi,,
$C2120_MAIN_1600_0600_00_yfi,ACTOR,Yuffie
$C2120_MAIN_1600_0600_03_yfi,,
$C2120_MAIN_1600_0600_03_yfi,ACTOR,Yuffie
$C2120_MAIN_1600_0600_06_blt,,
$C2120_MAIN_1600_0600_06_blt,ACTOR,Barret
$C2120_MAIN_1600_0700_00_yfi,,<i>Shoo-shoo-shoo!</i>
$C2120_MAIN_1600_0700_00_yfi,ACTOR,Yuffie
$C2120_MAIN_1600_0800_00_yfi,,"What’re you doing, jerk~!"
$C2120_MAIN_1600_0800_00_yfi,ACTOR,Yuffie
$C2120_MAIN_1600_0800_06_blt,,
$C2120_MAIN_1600_0800_06_blt,ACTOR,Barret
$C2120_MAIN_1600_0900_00_yfi,,
$C2120_MAIN_1600_0900_00_yfi,ACTOR,Yuffie
$C2120_MAIN_1600_0900_04_yfi,,
$C2120_MAIN_1600_0900_04_yfi,ACTOR,Yuffie
$C2120_MAIN_1600_1000_00_nay,,"<i>Huh, those splinter group guys.</i>"
$C2120_MAIN_1600_1000_00_nay,ACTOR,<i>Nayo</i>
$C2120_MAIN_1600_1100_00_yfi,,<i>Splinter group?</i>
$C2120_MAIN_1600_1100_00_yfi,ACTOR,<i>Yuffie</i>
$C2120_MAIN_1600_1200_00_nay,,<i>They split from Avalanche over some disagreement and went their own way.</i>
$C2120_MAIN_1600_1200_00_nay,ACTOR,<i>Nayo</i>
$C2120_MAIN_1600_1200_03_yfi,,
$C2120_MAIN_1600_1200_03_yfi,ACTOR,Yuffie
$C2120_MAIN_1600_1300_00_ldn,,These folks are my guests. They’re the ones who saved you.
$C2120_MAIN_1600_1300_00_ldn,ACTOR,Rhodna
$C2120_MAIN_1600_1300_05_yfi,,
$C2120_MAIN_1600_1300_05_yfi,ACTOR,Yuffie
$C2120_MAIN_1600_1400_00_yfi,,"Oh, really?"
$C2120_MAIN_1600_1400_00_yfi,ACTOR,Yuffie
$C2120_MAIN_1600_1410_00_yfi,,"Sorry~! You saved me, and here I am being a total dummy!"
$C2120_MAIN_1600_1410_00_yfi,ACTOR,Yuffie
$C2120_MAIN_1600_1410_01_yfi,,
$C2120_MAIN_1600_1410_01_yfi,ACTOR,Yuffie
$C2120_MAIN_1600_1410_02_yfi,,
$C2120_MAIN_1600_1410_02_yfi,ACTOR,Yuffie
$C2120_MAIN_1600_1500_00_ldn,,"Alright, Yuffie, go rest in a room for now."
$C2120_MAIN_1600_1500_00_ldn,ACTOR,Rhodna
$C2120_MAIN_1600_1600_00_yfi,,"Yeah, I will."
$C2120_MAIN_1600_1600_00_yfi,ACTOR,Yuffie
$C2120_MAIN_1600_1600_03_yfi,,
$C2120_MAIN_1600_1600_03_yfi,ACTOR,Yuffie
$C2120_MAIN_1600_1700_00_yfi,,Thanks a bunch~!
$C2120_MAIN_1600_1700_00_yfi,ACTOR,Yuffie
$C2120_MAIN_1600_1800_00_blt,,"""Thanks a bunch~!"" What’s that about!"
$C2120_MAIN_1600_1800_00_blt,ACTOR,Barret
$C2120_MAIN_1600_1810_00_blt,,"Hate to say it, but kids these days, huh."
$C2120_MAIN_1600_1810_00_blt,ACTOR,Barret
$C2120_MAIN_1600_1900_00_art,,"Now, now."
$C2120_MAIN_1600_1900_00_art,ACTOR,Aerith
$C2120_MAIN_1600_2000_00_cld,,Who’s that?
$C2120_MAIN_1600_2000_00_cld,ACTOR,Cloud
$C2120_MAIN_1600_2100_00_ldn,,Another guest. More show up when the world gets messy.
$C2120_MAIN_1600_2100_00_ldn,ACTOR,Rhodna
